period_start,district,crime_head,cases_reported,source_name,source_url,data_granularity,data_classification
2021-12-01,Mangaluru,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Mangaluru,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Mangaluru,Cheating,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Kalaburagi,Theft,34,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Kalaburagi,Burglary,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Kalaburagi,Cyber Fraud,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Kalaburagi,Assault,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Kalaburagi,Robbery,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Kalaburagi,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Kalaburagi,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2021-12-01,Kalaburagi,Cheating,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Bengaluru Urban,Theft,137,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Bengaluru Urban,Burglary,51,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Bengaluru Urban,Cyber Fraud,54,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Bengaluru Urban,Assault,56,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Bengaluru Urban,Robbery,39,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Bengaluru Urban,Murder,12,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Bengaluru Urban,Kidnapping,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Bengaluru Urban,Cheating,30,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mysuru,Theft,71,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mysuru,Burglary,36,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mysuru,Cyber Fraud,23,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mysuru,Assault,19,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mysuru,Robbery,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mysuru,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mysuru,Kidnapping,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mysuru,Cheating,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Hubballi-Dharwad,Theft,52,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Hubballi-Dharwad,Burglary,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Hubballi-Dharwad,Cyber Fraud,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Hubballi-Dharwad,Assault,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Hubballi-Dharwad,Robbery,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Hubballi-Dharwad,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Hubballi-Dharwad,Kidnapping,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Hubballi-Dharwad,Cheating,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mangaluru,Theft,33,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mangaluru,Burglary,24,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mangaluru,Cyber Fraud,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mangaluru,Assault,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mangaluru,Robbery,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mangaluru,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mangaluru,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Mangaluru,Cheating,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Kalaburagi,Theft,42,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Kalaburagi,Burglary,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Kalaburagi,Cyber Fraud,17,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Kalaburagi,Assault,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Kalaburagi,Robbery,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Kalaburagi,Murder,1,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Kalaburagi,Kidnapping,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-01-01,Kalaburagi,Cheating,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Bengaluru Urban,Theft,192,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Bengaluru Urban,Burglary,65,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Bengaluru Urban,Cyber Fraud,64,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Bengaluru Urban,Assault,57,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Bengaluru Urban,Robbery,35,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Bengaluru Urban,Murder,11,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Bengaluru Urban,Kidnapping,20,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Bengaluru Urban,Cheating,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mysuru,Theft,49,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mysuru,Burglary,26,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mysuru,Cyber Fraud,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mysuru,Assault,25,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mysuru,Robbery,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mysuru,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mysuru,Kidnapping,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mysuru,Cheating,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Hubballi-Dharwad,Theft,44,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Hubballi-Dharwad,Burglary,28,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Hubballi-Dharwad,Cyber Fraud,25,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Hubballi-Dharwad,Assault,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Hubballi-Dharwad,Robbery,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Hubballi-Dharwad,Murder,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Hubballi-Dharwad,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Hubballi-Dharwad,Cheating,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mangaluru,Theft,41,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mangaluru,Burglary,25,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mangaluru,Cyber Fraud,23,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mangaluru,Assault,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mangaluru,Robbery,11,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mangaluru,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mangaluru,Kidnapping,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Mangaluru,Cheating,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Kalaburagi,Theft,28,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Kalaburagi,Burglary,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Kalaburagi,Cyber Fraud,17,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Kalaburagi,Assault,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Kalaburagi,Robbery,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Kalaburagi,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Kalaburagi,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-02-01,Kalaburagi,Cheating,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Bengaluru Urban,Theft,141,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Bengaluru Urban,Burglary,66,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Bengaluru Urban,Cyber Fraud,59,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Bengaluru Urban,Assault,44,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Bengaluru Urban,Robbery,39,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Bengaluru Urban,Murder,11,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Bengaluru Urban,Kidnapping,12,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Bengaluru Urban,Cheating,33,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mysuru,Theft,75,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mysuru,Burglary,40,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mysuru,Cyber Fraud,31,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mysuru,Assault,22,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mysuru,Robbery,17,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mysuru,Murder,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mysuru,Kidnapping,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mysuru,Cheating,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Hubballi-Dharwad,Theft,56,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Hubballi-Dharwad,Burglary,26,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Hubballi-Dharwad,Cyber Fraud,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Hubballi-Dharwad,Assault,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Hubballi-Dharwad,Robbery,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Hubballi-Dharwad,Murder,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Hubballi-Dharwad,Kidnapping,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Hubballi-Dharwad,Cheating,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mangaluru,Theft,56,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mangaluru,Burglary,19,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mangaluru,Cyber Fraud,18,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mangaluru,Assault,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mangaluru,Robbery,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mangaluru,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mangaluru,Kidnapping,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Mangaluru,Cheating,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Kalaburagi,Theft,30,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Kalaburagi,Burglary,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Kalaburagi,Cyber Fraud,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Kalaburagi,Assault,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Kalaburagi,Robbery,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Kalaburagi,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Kalaburagi,Kidnapping,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-03-01,Kalaburagi,Cheating,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Bengaluru Urban,Theft,111,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Bengaluru Urban,Burglary,82,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Bengaluru Urban,Cyber Fraud,58,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Bengaluru Urban,Assault,57,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Bengaluru Urban,Robbery,36,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Bengaluru Urban,Murder,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Bengaluru Urban,Kidnapping,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Bengaluru Urban,Cheating,31,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mysuru,Theft,52,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mysuru,Burglary,28,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mysuru,Cyber Fraud,31,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mysuru,Assault,20,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mysuru,Robbery,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mysuru,Murder,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mysuru,Kidnapping,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mysuru,Cheating,11,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Hubballi-Dharwad,Theft,63,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Hubballi-Dharwad,Burglary,24,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Hubballi-Dharwad,Cyber Fraud,24,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Hubballi-Dharwad,Assault,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Hubballi-Dharwad,Robbery,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Hubballi-Dharwad,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Hubballi-Dharwad,Kidnapping,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Hubballi-Dharwad,Cheating,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mangaluru,Theft,47,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mangaluru,Burglary,26,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mangaluru,Cyber Fraud,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mangaluru,Assault,12,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mangaluru,Robbery,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mangaluru,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mangaluru,Kidnapping,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Mangaluru,Cheating,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Kalaburagi,Theft,32,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Kalaburagi,Burglary,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Kalaburagi,Cyber Fraud,12,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Kalaburagi,Assault,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Kalaburagi,Robbery,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Kalaburagi,Murder,1,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Kalaburagi,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-04-01,Kalaburagi,Cheating,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Bengaluru Urban,Theft,190,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Bengaluru Urban,Burglary,74,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Bengaluru Urban,Cyber Fraud,66,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Bengaluru Urban,Assault,38,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Bengaluru Urban,Robbery,40,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Bengaluru Urban,Murder,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Bengaluru Urban,Kidnapping,20,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Bengaluru Urban,Cheating,27,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Mysuru,Theft,68,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Mysuru,Burglary,32,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Mysuru,Cyber Fraud,22,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Mysuru,Assault,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Mysuru,Robbery,19,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Mysuru,Murder,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2022-05-01,Mysuru,Kidnapping,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
